Symbol,Approved.Symbol,chromosome
TRNAV25,TRV-CAC4-1,1
TRNA-VAL-CAC-4-1,TRV-CAC4-1,1
TRV-CAC4-1,TRV-CAC4-1,1
TRNA-VAL-CAC-5-1,TRV-CAC5-1,1
TRNAV22,TRV-CAC5-1,1
TRV-CAC5-1,TRV-CAC5-1,1
TRV-CAC6-1,TRV-CAC6-1,6
TRNA-VAL-CAC-6-1,TRV-CAC6-1,6
TRNAV28,TRV-CAC6-1,6
TRNAV15,TRV-CAC7-1,6
TRV-CAC7-1,TRV-CAC7-1,6
TRNA-VAL-CAC-7-1,TRV-CAC7-1,6
TRV-CAC8-1,TRV-CAC8-1,1
TRNA-VAL-CAC-8-1,TRV-CAC8-1,1
TRNAV16,TRV-CAC8-1,1
TRNAV20,TRV-CAC9-1,6
TRV-CAC9-1,TRV-CAC9-1,6
TRNA-VAL-CAC-9-1,TRV-CAC9-1,6
TRV-TAC1-1,TRV-TAC1-1,11
TRNAV11,TRV-TAC1-1,11
TRNA-VAL-TAC-1-1,TRV-TAC1-1,11
TRNA-VAL-TAC-1-2,TRV-TAC1-2,X
TRNAV19,TRV-TAC1-2,X
TRV-TAC1-2,TRV-TAC1-2,X
TRV-TAC2-1,TRV-TAC2-1,11
TRNA-VAL-TAC-2-1,TRV-TAC2-1,11
TRNAV23,TRV-TAC2-1,11
TRNAV26,TRV-TAC3-1,10
TRV-TAC3-1,TRV-TAC3-1,10
TRNA-VAL-TAC-3-1,TRV-TAC3-1,10
TRNAV31,TRV-TAC4-1,6
TRV-TAC4-1,TRV-TAC4-1,6
TRNA-VAL-TAC-4-1,TRV-TAC4-1,6
TRW-CCA1-1,TRW-CCA1-1,17
TRNA-TRP-CCA-1-1,TRW-CCA1-1,17
TRNAW4,TRW-CCA1-1,17
TRNA-TRP-CCA-2-1,TRW-CCA2-1,17
TRW-CCA2-1,TRW-CCA2-1,17
TRNAW7,TRW-CCA2-1,17
TRNA-TRP-CCA-3-1,TRW-CCA3-1,6
TRW-CCA3-1,TRW-CCA3-1,6
TRW-CCA3-2,TRW-CCA3-1,6
TRNAW9,TRW-CCA3-1,6
TRW-CCA3-3,TRW-CCA3-2,6
TRNAW2,TRW-CCA3-2,6
TRNA-TRP-CCA-3-2,TRW-CCA3-2,6
TRW-CCA3-2,TRW-CCA3-2,6
TRNA-TRP-CCA-3-3,TRW-CCA3-3,17
TRW-CCA3-1,TRW-CCA3-3,17
TRW-CCA3-3,TRW-CCA3-3,17
TRNAW3,TRW-CCA3-3,17
TRW-CCA4-1,TRW-CCA4-1,12
TRNAW5,TRW-CCA4-1,12
TRNA-TRP-CCA-4-1,TRW-CCA4-1,12
TRNA-TRP-CCA-5-1,TRW-CCA5-1,7
TRNAW6,TRW-CCA5-1,7
TRW-CCA5-1,TRW-CCA5-1,7
TRNAW8,TRW-CCA6-1,9
TRNA-TRP-CCA-6-1,TRW-CCA6-1,9
TRW-CCA6-1,TRW-CCA6-1,9
TRNAM3,TRX-CAT1-1,1
TRX-CAT1-1,TRX-CAT1-1,1
TRNA-IMET-CAT-1-1,TRX-CAT1-1,1
TRMI2,TRX-CAT1-2,6
TRM1,TRX-CAT1-2,6
TRNAMI2,TRX-CAT1-2,6
TRX-CAT1-2,TRX-CAT1-2,6
TRNAM1,TRX-CAT1-2,6
TRM2,TRX-CAT1-2,6
TRNA-IMET-CAT-1-2,TRX-CAT1-2,6
TRX-CAT1-3,TRX-CAT1-2,6
TRNA-IMET-CAT-1-3,TRX-CAT1-3,6
TRX-CAT1-3,TRX-CAT1-3,6
TRX-CAT1-4,TRX-CAT1-3,6
TRNAM6,TRX-CAT1-3,6
TRX-CAT1-4,TRX-CAT1-4,6
TRNA-IMET-CAT-1-4,TRX-CAT1-4,6
TRNAM4,TRX-CAT1-4,6
TRX-CAT1-5,TRX-CAT1-4,6
TRX-CAT1-5,TRX-CAT1-5,6
TRNA-IMET-CAT-1-5,TRX-CAT1-5,6
TRNAM18,TRX-CAT1-5,6
TRX-CAT1-6,TRX-CAT1-5,6
TRNA-IMET-CAT-1-6,TRX-CAT1-6,6
TRNAM15,TRX-CAT1-6,6
TRX-CAT1-6,TRX-CAT1-6,6
TRX-CAT1-7,TRX-CAT1-6,6
TRNA-IMET-CAT-1-7,TRX-CAT1-7,6
TRX-CAT1-8,TRX-CAT1-7,6
TRNAM17,TRX-CAT1-7,6
TRX-CAT1-7,TRX-CAT1-7,6
TRNA-IMET-CAT-1-8,TRX-CAT1-8,17
TRNAM14,TRX-CAT1-8,17
TRX-CAT1-2,TRX-CAT1-8,17
TRX-CAT1-8,TRX-CAT1-8,17
TRX-CAT2-1,TRX-CAT2-1,6
TRM1,TRX-CAT2-1,6
TRNAMI1,TRX-CAT2-1,6
TRNA-IMET-CAT-2-1,TRX-CAT2-1,6
TRNAM2,TRX-CAT2-1,6
TRMI1,TRX-CAT2-1,6
TRNA-IMET-CAT-3-1,TRX-CAT3-1,9
TRNAM10,TRX-CAT3-1,9
TRX-CAT3-1,TRX-CAT3-1,9
TRNAY9,TRY-ATA1-1,2
TRY-ATA1-1,TRY-ATA1-1,2
TRNA-TYR-ATA-1-1,TRY-ATA1-1,2
TRY-GTA1-1,TRY-GTA1-1,6
TRNA-TYR-GTA-1-1,TRY-GTA1-1,6
TRNAY10,TRY-GTA1-1,6
TRNA-TYR-GTA-10-1,TRY-GTA10-1,7
TRNAY11,TRY-GTA10-1,7
TRY-GTA10-1,TRY-GTA10-1,7
TRNAY17P,TRY-GTA11-1,7
TRNA-TYR-GTA-11-1,TRY-GTA11-1,7
TRY-GTA11-1,TRY-GTA11-1,7
TRNAY16P,TRY-GTA12-1,15
TRNA-TYR-GTA-12-1,TRY-GTA12-1,15
TRY-GTA12-1,TRY-GTA12-1,15
TRNA-TYR-GTA-2-1,TRY-GTA2-1,2
TRY-GTA2-1,TRY-GTA2-1,2
TRNAY4,TRY-GTA2-1,2
TRNA-TYR-GTA-3-1,TRY-GTA3-1,6
TRNAY7,TRY-GTA3-1,6
TRY-GTA3-1,TRY-GTA3-1,6
TRNAY13,TRY-GTA4-1,14
TRY-GTA4-1,TRY-GTA4-1,14
TRNA-TYR-GTA-4-1,TRY-GTA4-1,14
TRY-GTA5-1,TRY-GTA5-1,8
TRNA-TYR-GTA-5-1,TRY-GTA5-1,8
TRNAY15,TRY-GTA5-1,8
TRY-GTA5-4,TRY-GTA5-1,8
TRNAY6,TRY-GTA5-2,8
TRY-GTA5-2,TRY-GTA5-2,8
TRY-GTA5-5,TRY-GTA5-2,8
TRNA-TYR-GTA-5-2,TRY-GTA5-2,8
TRNAY14,TRY-GTA5-3,14
TRY-GTA5-1,TRY-GTA5-3,14
TRY-GTA5-3,TRY-GTA5-3,14
TRNA-TYR-GTA-5-3,TRY-GTA5-3,14
TRNAY2,TRY-GTA5-4,14
TRNA-TYR-GTA-5-4,TRY-GTA5-4,14
TRY-GTA5-2,TRY-GTA5-4,14
TRY-GTA5-4,TRY-GTA5-4,14
TRY-GTA5-3,TRY-GTA5-5,14
TRY-GTA5-5,TRY-GTA5-5,14
TRNA-TYR-GTA-5-5,TRY-GTA5-5,14
TRNAY3,TRY-GTA5-5,14
TRNAY8,TRY-GTA6-1,6
TRNA-TYR-GTA-6-1,TRY-GTA6-1,6
TRY-GTA6-1,TRY-GTA6-1,6
TRNA-TYR-GTA-7-1,TRY-GTA7-1,14
TRY-GTA7-1,TRY-GTA7-1,14
TRNAY1,TRY-GTA7-1,14
TRNA-TYR-GTA-8-1,TRY-GTA8-1,6
TRY-GTA8-1,TRY-GTA8-1,6
TRNAY12,TRY-GTA8-1,6
TRNA-TYR-GTA-9-1,TRY-GTA9-1,8
TRNAY5,TRY-GTA9-1,8
TRY-GTA9-1,TRY-GTA9-1,8
SSTK-IP,TSACC,1
C1orf182,TSACC,1
SIP,TSACC,1
TSACC,TSACC,1
TSBP,TSBP1,6
TSBP1,TSBP1,6
C6orf10,TSBP1,6
XXBAC-BPG154L12.4,TSBP1-AS1,6
TSBP1-AS1,TSBP1-AS1,6
LAM,TSC1,9
TSC1,TSC1,9
KIAA0243,TSC1,9
HAMARTIN,TSC1,9
TSC,TSC1,9
TUBERIN,TSC2,16
PPP1R160,TSC2,16
TSC4,TSC2,16
LAM,TSC2,16
TSC2,TSC2,16
TSC22,TSC22D1,13
TSC22D1,TSC22D1,13
MGC17597,TSC22D1,13
TGFB1I4,TSC22D1,13
TSC22D1-AS1,TSC22D1-AS1,13
LINC00407,TSC22D1-AS1,13
TSC22D2,TSC22D2,3
TILZ4B,TSC22D2,3
TILZ4A,TSC22D2,3
TILZ4C,TSC22D2,3
KIAA0669,TSC22D2,3
TSC-22R,TSC22D3,X
TSC22D3,TSC22D3,X
DSIPI,TSC22D3,X
HDIP,TSC22D3,X
DIP,TSC22D3,X
GILZ,TSC22D3,X
TILZ2,TSC22D4,7
TSC22D4,TSC22D4,7
THG-1,TSC22D4,7
TSEN15,TSEN15,1
C1orf19,TSEN15,1
TSEN15P1,TSEN15P1,17
TSEN15P2,TSEN15P2,1
TSEN15P3,TSEN15P3,7
SEN2,TSEN2,3
TSEN2,TSEN2,3
SEN2L,TSEN2,3
MGC2776,TSEN2,3
TSEN2P1,TSEN2P1,4
LENG5,TSEN34,19
SEN34L,TSEN34,19
TSEN34,TSEN34,19
SEN34,TSEN34,19
SEN54,TSEN54,17
TSEN54,TSEN54,17
SEN54L,TSEN54,17
EF-TSMT,TSFM,12
EF-TS,TSFM,12
TSFM,TSFM,12
TSG101,TSG101,11
VPS23,TSG101,11
TSG10,TSG101,11
TSGA10,TSGA10,2
CT79,TSGA10,2
CEP4L,TSGA10,2
FLJ32880,TSGA10IP,11
TSGA10IP,TSGA10IP,11
FAM161C,TSGA10IP,11
TSGA13,TSGA13,7
TSHB,TSHB,1
TSHR,TSHR,14
LGR3,TSHR,14
TSHR-AS1,TSHR-AS1,14
SDCCAG33,TSHZ1,18
TSHZ1,TSHZ1,18
NY-CO-33,TSHZ1,18
TSH1,TSHZ1,18
ZNF218,TSHZ2,20
ZABC2,TSHZ2,20
OVC10-2,TSHZ2,20
TSH2,TSHZ2,20
C20orf17,TSHZ2,20
TSHZ2,TSHZ2,20
TSHZ2-AS1,TSHZ2-AS1,20
TSH3,TSHZ3,19
ZNF537,TSHZ3,19
KIAA1474,TSHZ3,19
TSHZ3,TSHZ3,19
TSHZ3-AS1,TSHZ3-AS1,19
NCRNA00013,TSIX,X
TSIX,TSIX,X
LINC00013,TSIX,X
XIST-AS1,TSIX,X
PPP1R161,TSKS,19
TSSKS,TSKS,19
TSKS,TSKS,19
LRRC54,TSKU,11
TSK,TSKU,11
E2IG4,TSKU,11
TSKU,TSKU,11
TSKU-AS1,TSKU-AS1,11
TSLP,TSLP,5
BCLF-1,TSN,2
REHF-1,TSN,2
TSN,TSN,2
TRSLN,TSN,2
TSNARE1,TSNARE1,8
FLJ31164,TSNARE1,8
TSNAX,TSNAX,1
C3PO,TSNAX,1
TRAX,TSNAX,1
TSNAX-DISC1,TSNAX-DISC1,1
RP11-295G20.2,TSNAX-DT,1
TSNAX-DT,TSNAX-DT,1
TSNAXIP1,TSNAXIP1,16
TXI1,TSNAXIP1,16
NET-1,TSPAN1,1
TSPAN-1,TSPAN1,1
TSPAN1,TSPAN1,1
OCSP,TSPAN10,17
TSPAN10,TSPAN10,17
TSPAN11,TSPAN11,12
TSPAN11-AS1,TSPAN11-AS1,12
NET-2,TSPAN12,7
TM4SF12,TSPAN12,7
TSPAN12,TSPAN12,7
TM4SF13,TSPAN13,7
NET-6,TSPAN13,7
TSPAN13,TSPAN13,7
DC-TM4F2,TSPAN14,10
TSPAN14,TSPAN14,10
MGC11352,TSPAN14,10
TM4SF14,TSPAN14,10
TSPAN14-AS1,TSPAN14-AS1,10
NET-7,TSPAN15,10
TSPAN15,TSPAN15,10
TM4SF15,TSPAN15,10
TSPAN16,TSPAN16,19
TM4SF16,TSPAN16,19
TM4-B,TSPAN16,19
TM-8,TSPAN16,19
TSPAN16-AS1,TSPAN16-AS1,19
HSPC102,TSPAN16-AS1,19
FBXO23,TSPAN17,5
TM4SF17,TSPAN17,5
TSPAN17,TSPAN17,5
FBX23,TSPAN17,5
TSPAN18,TSPAN18,11
TSPAN,TSPAN18,11
TSPAN18-AS1,TSPAN18-AS1,11
TSPAN19,TSPAN19,12
TSN2,TSPAN2,1
TSPAN2,TSPAN2,1
FLJ12082,TSPAN2,1
TSPAN-2,TSPAN2,1
TM4-A,TSPAN3,15
TM4SF8,TSPAN3,15
TSPAN3,TSPAN3,15
TSPAN-3,TSPAN3,15
SAS,TSPAN31,12
TSPAN31,TSPAN31,12
TSSC6,TSPAN32,11
PHEMX,TSPAN32,11
TSPAN32,TSPAN32,11
PENUMBRA,TSPAN33,7
MGC50844,TSPAN33,7
TSPAN33,TSPAN33,7
TSPAN4,TSPAN4,11
TETRASPAN,TSPAN4,11
NAG-2,TSPAN4,11
TSPAN-4,TSPAN4,11
TM4SF7,TSPAN4,11
TM4SF9,TSPAN5,4
TSPAN5,TSPAN5,4
TSPAN-5,TSPAN5,4
NET-4,TSPAN5,4
TSPAN5-DT,TSPAN5-DT,4
T245,TSPAN6,X
TSPAN6,TSPAN6,X
TSPAN-6,TSPAN6,X
TM4SF6,TSPAN6,X
A15,TSPAN7,X
CD231,TSPAN7,X
MRX58,TSPAN7,X
TALLA-1,TSPAN7,X
TSPAN7,TSPAN7,X
DXS1692E,TSPAN7,X
MXS1,TSPAN7,X
TM4SF2,TSPAN7,X
CO-029,TSPAN8,12
TSPAN8,TSPAN8,12
TM4SF3,TSPAN8,12
TSPAN9,TSPAN9,12
NET-5,TSPAN9,12
TSPAN9-IT1,TSPAN9-IT1,12
TSP-EAR,TSPEAR,21
C21orf29,TSPEAR,21
TSPEAR,TSPEAR,21
MGC11251,TSPEAR,21
DFNB98,TSPEAR,21
C21orf90,TSPEAR-AS1,21
TSPEAR-AS1,TSPEAR-AS1,21
TSPEAR-AS2,TSPEAR-AS1,21
PKBS,TSPO,22
TSPO1,TSPO,22
PBR,TSPO,22
IBP,TSPO,22
DBI,TSPO,22
MBR,TSPO,22
MDRC,TSPO,22
TSPO,TSPO,22
BZRP,TSPO,22
PK18,TSPO,22
BZRPL1,TSPO2,6
TSPO2,TSPO2,6
DJ34B21.2,TSPO2,6
PRAX-1,TSPOAP1,17
RIM-BP1,TSPOAP1,17
TSPOAP1,TSPOAP1,17
KIAA0612,TSPOAP1,17
BZRAP1,TSPOAP1,17
RIMBP1,TSPOAP1,17
TSPOAP1-AS1,TSPOAP1-AS1,17
BZRAP1-AS1,TSPOAP1-AS1,17
CT78,TSPY1,Y
TSPY1,TSPY1,Y
TSPY,TSPY1,Y
TSPY10,TSPY10,Y
TSPYP1,TSPY11P,Y
TSPY11P,TSPY11P,Y
TSPY12P,TSPY12P,Y
TSPYP2,TSPY12P,Y
TSPY13P,TSPY13P,Y
TSPYP3,TSPY13P,Y
TSPY14P,TSPY14P,Y
TSPYP4,TSPY14P,Y
TSPY15P,TSPY15P,Y
TSPY16P,TSPY16P,Y
TSPY17P,TSPY17P,Y
TSPY18P,TSPY18P,Y
TSPY19P,TSPY19P,Y
TSPYQ1,TSPY2,Y
TSPY2,TSPY2,Y
TSPY20P,TSPY20P,Y
TSPY21P,TSPY21P,Y
TSPY22P,TSPY22P,Y
TSPY23P,TSPY23P,Y
TSPY24P,TSPY24P,Y
TSPY25P,TSPY25P,Y
TSPY26P,TSPY26P,20
BA392M18.1,TSPY26P,20
TSPYL3,TSPY26P,20
CT78,TSPY3,Y
TSPY3,TSPY3,Y
TSPY4,TSPY4,Y
TSPYP5,TSPY5P,Y
TSPY5P,TSPY5P,Y
TSPYP6,TSPY6P,Y
TSPY6P,TSPY6P,Y
TSPY7P,TSPY7P,Y
TSPYP7,TSPY7P,Y
TSPY8,TSPY8,Y
TSPY9P,TSPY9,Y
TSPY9,TSPY9,Y
TSPYL,TSPYL1,6
TSPYL1,TSPYL1,6
CINAP,TSPYL2,X
HRIHFB2216,TSPYL2,X
TSPYL2,TSPYL2,X
TSPX,TSPYL2,X
DENTT,TSPYL2,X
SE20-4,TSPYL2,X
CTCL,TSPYL2,X
CDA1,TSPYL2,X
KIAA0721,TSPYL4,6
DJ486I3.2,TSPYL4,6
TSPYL4,TSPYL4,6
KIAA1750,TSPYL5,8
TSPYL5,TSPYL5,8
TSPYL6,TSPYL6,2
FLJ10534,TSR1,17
TSR1,TSR1,17
RP1-112K5.2,TSR2,X
WGG1,TSR2,X
DT1P1A10,TSR2,X
TSR2,TSR2,X
TSR3,TSR3,16
C16orf42,TSR3,16
MGC24381,TSR3,16
TSSC2,TSSC2,11
TSSC4,TSSC4,11
TSSK1A,TSSK1A,22
TSSK7P,TSSK1A,22
TSSK1AP,TSSK1A,22
SPOGA1,TSSK1A,22
STK22A,TSSK1A,22
TSSK1,TSSK1A,22
STK22D,TSSK1B,5
FKSG81,TSSK1B,5
TSSK1B,TSSK1B,5
TSSK1,TSSK1B,5
SPOGA4,TSSK1B,5
SPOGA2,TSSK2,22
STK22B,TSSK2,22
FLJ38613,TSSK2,22
TSSK2,TSSK2,22
TSSK3,TSSK3,1
STK22C,TSSK3,1
SPOGA3,TSSK3,1
STK22E,TSSK4,14
TSSK4,TSSK4,14
C14orf20,TSSK4,14
TSSK5P2,TSSK5P,8
TSSK5P,TSSK5P,8
TSSK5P1,TSSK5P,8
TSSKPS1,TSSK5P,8
TSSK6,TSSK6,19
FLJ24002,TSSK6,19
CT72,TSSK6,19
SSTK,TSSK6,19
TST,TST,22
RDS,TST,22
KAT,TSTD1,1
TSTD1,TSTD1,1
PP4189,TSTD2,9
C9orf97,TSTD2,9
TSTD2,TSTD2,9
TSTD3,TSTD3,6
TTBK1,TTBK1,6
KIAA1855,TTBK1,6
TTBK2,TTBK2,15
KIAA0847,TTBK2,15
SCA11,TTBK2,15
TTBK2-AS1,TTBK2-AS1,15
TPR1,TTC1,5
TTC1,TTC1,5
FLJ20535,TTC12,11
TPARM,TTC12,11
FLJ13859,TTC12,11
TTC12,TTC12,11
TTC12-DT,TTC12-DT,11
TTC13,TTC13,1
FLJ22584,TTC13,1
KIAA1980,TTC14,3
TTC14,TTC14,3
FLJ00166,TTC14,3
TTC14-DT,TTC14-DT,3
FLJ32780,TTC16,9
TTC16,TTC16,9
TTC17,TTC17,11
FLJ10890,TTC17,11
TTC19,TTC19,17
FLJ20343,TTC19,17
MGC19520,TTC19,17
THM2,TTC21A,3
IFT139A,TTC21A,3
TTC21A,TTC21A,3
STI2,TTC21A,3
NPHP12,TTC21B,2
FAP60,TTC21B,2
FLJ11457,TTC21B,2
IFT139,TTC21B,2
TTC21B,TTC21B,2
CFAP60,TTC21B,2
JBTS11,TTC21B,2
IFT139B,TTC21B,2
FLA17,TTC21B,2
THM1,TTC21B,2
TTC21B-AS1,TTC21B-AS1,2
FLJ20619,TTC22,1
TTC22,TTC22,1
HCC-8,TTC23,15
FLJ12572,TTC23,15
TTC23,TTC23,15
TTC23-AS1,TTC23-AS1,15
AC036108.3,TTC23-AS1,15
FLJ25439,TTC23L,5
TTC23L,TTC23L,5
TTC23L-AS1,TTC23L-AS1,5
TTC24,TTC24,1
FLJ20272,TTC27,2
TTC27,TTC27,2
TTC28,TTC28,22
KIAA1043,TTC28,22
TTC28AS,TTC28-AS1,22
TTC28-AS1,TTC28-AS1,22
TTC28-AS,TTC28-AS1,22
KIAA1648,TTC28-AS1,22
TTC29,TTC29,4
NYD-SP14,TTC29,4
TPRDIII,TTC3,21
TTC3,TTC3,21
TPRDII,TTC3,21
DCRR1,TTC3,21
RNF105,TTC3,21
TPRDI,TTC3,21
TPRD,TTC3,21
TTC3-AS1,TTC3-AS1,21
TTC31,TTC31,2
FLJ12788,TTC31,2
TTC32,TTC32,2
TTC32-DT,TTC32-DT,2
OSRF,TTC33,5
TTC33,TTC33,5
TTC34,TTC34,1
HBP21,TTC36,11
TTC36,TTC36,11
TTC36-AS1,TTC36-AS1,11
TTC38,TTC38,22
FLJ20699,TTC38,22
DEME-6,TTC39A,1
KIAA0452,TTC39A,1
C1orf34,TTC39A,1
TTC39A,TTC39A,1
TTC39A-AS1,TTC39A-AS1,1
TTC39B,TTC39B,9
C9orf52,TTC39B,9
FLJ33868,TTC39B,9
FLJ33761,TTC39C,18
C18orf17,TTC39C,18
HST2697,TTC39C,18
TTC39C,TTC39C,18
TTC39C-AS1,TTC39C-AS1,18
TTC39CP1,TTC39CP1,4
TTC39DP,TTC39DP,2
TTC3L,TTC3P1,X
TTC3P1,TTC3P1,X
RNF105L,TTC3P1,X
MGC5097,TTC4,1
FLJ41930,TTC4,1
CNS1,TTC4,1
TTC4,TTC4,1
TTC41P,TTC41P,12
GNNP,TTC41P,12
TTC4P,TTC4P1,7
TTC4P1,TTC4P1,7
STRAP,TTC5,14
TTC5,TTC5,14
TTC6,TTC6,14
NCRNA00291,TTC6,14
C14orf25,TTC6,14
TTC7A,TTC7A,2
TTC7,TTC7A,2
KIAA1140,TTC7A,2
TTC7L1,TTC7B,14
TTC7B,TTC7B,14
TTC7B-AS1,TTC7B-AS1,14
BBS8,TTC8,14
TTC8,TTC8,14
RP51,TTC8,14
KIAA0227,TTC9,14
TTC9A,TTC9,14
TTC9,TTC9,14
TTC9-DT,TTC9-DT,14
FLJ30373,TTC9B,19
TTC9B,TTC9B,19
TTC9C,TTC9C,11
MGC29649,TTC9C,11
TTF1,TTF1,9
TTF2,TTF2,1
ZGRF6,TTF2,1
HUF2,TTF2,1
SMG-10,TTI1,20
TTI1,TTI1,20
KIAA0406,TTI1,20
FLJ23263,TTI2,8
C8orf41,TTI2,8
TTI2,TTI2,8
CT96,TTK,6
TTK,TTK,6
MPH1,TTK,6
MPS1L1,TTK,6
MPS1,TTK,6
MGC46235,TTL,2
TTL,TTL,2
TTLL1,TTLL1,22
C22orf7,TTLL1,22
TPGS3,TTLL1,22
PGS3,TTLL1,22
TTLL1-AS1,TTLL1-AS1,22
TTLL10,TTLL10,1
TTLL5,TTLL10,1
FLJ36119,TTLL10,1
TTLL10-AS1,TTLL10-AS1,1
TTLL11,TTLL11,9
C9orf148,TTLL11,9
TTLL11-IT1,TTLL11,9
BA244O19.1,TTLL11,9
C9orf20,TTLL11,9
KIAA0153,TTLL12,22
TTLL12,TTLL12,22
FLJ46079,TTLL13,15
TTLL13P,TTLL13,15
MGC33417,TTLL13,15
TTLL13,TTLL13,15
C6orf104,TTLL2,6
TTLL2,TTLL2,6
NYD-TSPG,TTLL2,6
DJ366N23.3,TTLL2,6
HOTTL,TTLL3,3
DKFZP434B103,TTLL3,3
TTLL3,TTLL3,3
TTLL4,TTLL4,2
KIAA0173,TTLL4,2
STAMP,TTLL5,14
TTLL5,TTLL5,14
KIAA0998,TTLL5,14
TTLL6,TTLL6,17
FLJ35808,TTLL6,17
FLJ23033,TTLL7,1
TTLL7,TTLL7,1
TTLL7-IT1,TTLL7-IT1,1
TTLL8,TTLL8,22
C20orf125,TTLL9,20
TTLL9,TTLL9,20
DJ310O13.1,TTLL9,20
LGMD2J,TTN,2
TMD,TTN,2
MYLK5,TTN,2
CMH9,TTN,2
FLJ32040,TTN,2
CMPD4,TTN,2
TTN,TTN,2
CMD1G,TTN,2
TTN-AS1,TTN-AS1,2
TTPA,TTPA,8
AVED,TTPA,8
TTPAL,TTPAL,20
C20orf121,TTPAL,20
DJ179M20.3,TTPAL,20
CTS1,TTR,18
HST2651,TTR,18
PALB,TTR,18
CTS,TTR,18
TTR,TTR,18
TTTY1,TTTY1,Y
LINC00033,TTTY1,Y
TTY1,TTTY1,Y
NCRNA00033,TTTY1,Y
TTTY10,TTTY10,Y
NCRNA00133,TTTY10,Y
LNC-KDM5D-4,TTTY10,Y
NCRNA00134,TTTY11,Y
TTY11,TTTY11,Y
TTTY11,TTTY11,Y
NCRNA00135,TTTY12,Y
TTTY12,TTTY12,Y
TTY11,TTTY12,Y
NCRNA00136,TTTY13,Y
TTY13,TTTY13,Y
TTTY13,TTTY13,Y
PRO2834,TTTY14,Y
TTTY14,TTTY14,Y
NCRNA00185,TTTY14,Y
TTY14,TTTY14,Y
NCRNA00137,TTTY14,Y
CYorf14,TTTY14,Y
TTTY15,TTTY15,Y
NCRNA00138,TTTY15,Y
DKFZP434I143,TTTY15,Y
TTTY16,TTTY16,Y
NCRNA00139,TTTY16,Y
TTTY17A,TTTY17A,Y
TTTY17,TTTY17A,Y
NCRNA00140,TTTY17A,Y
NCRNA00141,TTTY17B,Y
TTTY17B,TTTY17B,Y
TTTY17C,TTTY17C,Y
NCRNA00142,TTTY17C,Y
NCRNA00143,TTTY18,Y
TTTY18,TTTY18,Y
NCRNA00144,TTTY19,Y
TTTY19,TTTY19,Y
TTTY1B,TTTY1B,Y
TTTY2,TTTY2,Y
LINC00109,TTTY2,Y
TTY2,TTTY2,Y
NCRNA00145,TTTY20,Y
TTTY20,TTTY20,Y
NCRNA00147,TTTY22,Y
TTTY22,TTTY22,Y
TTTY23,TTTY23,Y
NCRNA00148,TTTY23,Y
TTTY23B,TTTY23B,Y
TTTY24P,TTTY24P,Y
TTTY25P,TTTY25P,Y
TTTY26P,TTTY26P,Y
TTTY27P,TTTY27P,Y
TTTY28P,TTTY28P,Y
TTTY29P,TTTY29P,Y
TTTY2B,TTTY2B,Y
TTTY3A,TTTY3,Y
LINC00121,TTTY3,Y
TTTY3,TTTY3,Y
TTY3,TTTY3,Y
TTTY30P,TTTY30P,Y
TTTY31P,TTTY31P,Y
LNCRNA00122,TTTY3B,Y
TTTY3B,TTTY3B,Y
TTTY4A,TTTY4,Y
LINC00123,TTTY4,Y
TTTY4,TTTY4,Y
TTY4,TTTY4,Y
TTTY4B,TTTY4B,Y
LINC00124,TTTY4B,Y
TTTY4C,TTTY4C,Y
LINC00125,TTTY4C,Y
TTTY5,TTTY5,Y
LINC00126,TTTY5,Y
TTY5,TTTY5,Y
TTTY6,TTTY6,Y
TTY6,TTTY6,Y
TTTY6A,TTTY6,Y
LINC00127,TTTY6,Y
TTTY6B,TTTY6B,Y
LINC00128,TTTY6B,Y
LINC00129,TTTY7,Y
TTTY7,TTTY7,Y
TTTY21B,TTTY7,Y
TTTY7A,TTTY7,Y
TTTY21,TTTY7B,Y
NCRNA00215,TTTY7B,Y
TTTY7B,TTTY7B,Y
LINC00130,TTTY8,Y
TTTY8,TTTY8,Y
TTY8,TTTY8,Y
NCRNA00130,TTTY8,Y
NCRNA00217,TTTY8B,Y
TTTY8B,TTTY8B,Y
NCRNA00131,TTTY9A,Y
TTTY9,TTTY9A,Y
TTTY9A,TTTY9A,Y
TTY9,TTTY9A,Y
NCRNA00132,TTTY9B,Y
TTTY9B,TTTY9B,Y
TTYH1,TTYH1,19
TTYH2,TTYH2,17
C17orf29,TTYH2,17
TTYH3,TTYH3,7
KIAA1691,TTYH3,7
RD5,TUB,11
TUB,TUB,11
TUB-AS1,TUB-AS1,11
TUBA1A,TUBA1A,12
B-ALPHA-1,TUBA1A,12
FLJ25113,TUBA1A,12
TUBA3,TUBA1A,12
K-ALPHA-1,TUBA1B,12
TUBA1B,TUBA1B,12
RP11-386G11.10,TUBA1B-AS1,12
TUBA1B-AS1,TUBA1B-AS1,12
MGC14580,TUBA1C,12
TUBA6,TUBA1C,12
MGC10851,TUBA1C,12
BCM948,TUBA1C,12
TUBA1C,TUBA1C,12
TUBA2,TUBA3C,13
BA408E5.3,TUBA3C,13
TUBA3C,TUBA3C,13
TUBA3D,TUBA3D,2
H2-ALPHA,TUBA3D,2
TUBA3E,TUBA3E,2
TUBA3FP,TUBA3FP,22
TUBA3GP,TUBA3GP,22
H2-ALPHA,TUBA4A,2
TUBA4A,TUBA4A,2
